Sort,Year,COUNTY,CountyFIPS,Chlamydia_Count,Chlamydia_Rate,Chlamydia_RankByCount,Chlamydia_RankByRate,Gonorrhea_Count,Gonorrhea_Rate,Gonorrhea_RankByCount,Gonorrhea_RankByRate,Early_Syphilis_Count,Early_Syphilis_Rate,Early_Syphilis_RankByCount,Early_Syphilis_RankByRate
97,2014,WHITE,17193,31,211.4,65,77,2,13.6,47,75,0,0,16,36
98,2014,WHITESIDE,17195,170,290.6,31,38,20,34.2,32,41,0,0,16,36
99,2014,WILL,17197,2330,343.9,3,29,366,54,7,27,29,4.3,4,19
100,2014,WILLIAMSON,17199,216,325.5,27,33,22,33.2,31,43,3,4.5,13,18
101,2014,WINNEBAGO,17201,1701,576.1,7,12,444,150.4,4,10,8,2.7,10,27
102,2014,WOODFORD,17203,63,162.9,48,93,14,36.2,35,39,0,0,16,36
1,2015,ADAMS,17001,234,348.7,25,27,25,37.3,28,45,2,3,16,28
2,2015,ALEXANDER,17003,49,594.8,56,12,12,145.7,37,11,2,24.3,16,2
3,2015,BOND,17005,28,157.6,72,91,4,22.5,44,65,1,5.6,17,20
4,2015,BOONE,17007,141,260.3,33,48,11,20.3,38,69,1,1.8,17,35
5,2015,BROWN,17009,14,201.8,79,73,4,57.7,44,31,0,0,18,40
6,2015,BUREAU,17011,70,200.1,47,74,4,11.4,44,84,3,8.6,15,10
7,2015,CALHOUN,17013,6,117.9,86,97,0,0,48,94,0,0,18,40
8,2015,CARROLL,17015,37,240.5,64,59,1,6.5,47,91,0,0,18,40
9,2015,CASS,17017,47,344.5,58,28,1,7.3,47,88,0,0,18,40
10,2015,CHAMPAIGN,17019,1223,608.2,9,9,315,156.7,9,10,9,4.5,11,25
11,2015,CHRISTIAN,17021,103,296,39,39,25,71.8,28,22,1,2.9,17,29
12,2015,CLARK,17023,27,165.3,73,87,1,6.1,47,92,2,12.2,16,6
13,2015,CLAY,17025,31,224.4,69,64,2,14.5,46,78,0,0,18,40
14,2015,CLINTON,17027,90,238.3,41,60,10,26.5,39,58,0,0,18,40
15,2015,COLES,17029,374,694.2,21,7,22,40.8,29,42,8,14.8,12,5
16,2015,COOK,17031,39539,761.1,1,5,11082,213.3,1,5,1637,31.5,1,1
17,2015,CRAWFORD,17033,36,181.7,65,81,5,25.2,43,60,0,0,18,40
18,2015,CUMBERLAND,17035,23,208.2,76,71,0,0,48,94,0,0,18,40
20,2015,DE WITT,17037,52,314,18,36,5,30.2,43,53,1,6,17,18
19,2015,DEKALB,17039,540,513.5,54,16,66,62.8,18,26,4,3.8,14,26
21,2015,DOUGLAS,17041,34,170.2,66,84,4,20,44,71,0,0,18,40
22,2015,DU PAGE,17043,2382,259.8,3,49,307,33.5,11,49,42,4.6,3,24
23,2015,EDGAR,17045,29,156.1,71,92,0,0,48,94,1,5.4,17,21
24,2015,EDWARDS,17047,11,163.7,81,88,0,0,48,94,0,0,18,40
25,2015,EFFINGHAM,17049,70,204.4,47,72,6,17.5,42,75,0,0,18,40
26,2015,FAYETTE,17051,50,225.8,55,63,6,27.1,42,56,1,4.5,17,25
27,2015,FORD,17053,34,241.5,66,57,6,42.6,42,40,0,0,18,40
87,2016,SCOTT,17171,14,261.4,75,49,0,0,53,94,0,0,20,42
28,2015,FRANKLIN,17055,94,237.6,40,61,14,35.4,35,48,0,0,18,40
29,2015,FULTON,17057,78,210.4,44,69,6,16.2,42,77,0,0,18,40
30,2015,GALLATIN,17059,10,178.9,82,83,4,71.6,44,23,1,17.9,17,3
31,2015,GREENE,17061,22,158.4,77,90,1,7.2,47,89,0,0,18,40
32,2015,GRUNDY,17063,81,161.8,43,89,7,14,41,79,1,2,17,34
33,2015,HAMILTON,17065,11,130.1,81,95,1,11.8,47,83,0,0,18,40
34,2015,HANCOCK,17067,32,167.5,68,86,2,10.5,46,86,0,0,18,40
35,2015,HARDIN,17069,9,208.3,83,70,1,23.1,47,64,0,0,18,40
36,2015,HENDERSON,17071,8,109.1,84,98,0,0,48,94,0,0,18,40
37,2015,HENRY,17073,108,213.9,37,68,11,21.8,38,67,0,0,18,40
38,2015,IROQUOIS,17075,68,228.8,48,62,8,26.9,40,57,0,0,18,40
39,2015,JACKSON,17077,675,1120.9,14,2,135,224.2,14,4,10,16.6,10,4
40,2015,JASPER,17079,24,247.5,75,55,4,41.2,44,41,0,0,18,40
41,2015,JEFFERSON,17081,128,329.7,35,32,20,51.5,30,34,4,10.3,14,7
42,2015,JERSEY,17083,44,191.4,60,77,7,30.5,41,52,0,0,18,40
43,2015,JO DAVIESS,17085,28,123.5,72,96,4,17.6,44,74,2,8.8,16,9
44,2015,JOHNSON,17087,37,294.1,64,40,3,23.8,45,62,1,7.9,17,12
45,2015,KANE,17089,1848,358.6,6,26,321,62.3,8,27,25,4.9,5,23
46,2015,KANKAKEE,17091,587,517.4,17,15,143,126,13,13,8,7.1,12,14
47,2015,KENDALL,17093,294,256.2,22,51,51,44.4,22,38,1,0.9,17,38
48,2015,KNOX,17095,215,406.3,27,24,52,98.3,21,16,0,0,18,40
50,2015,LA SALLE,17099,285,250.2,23,52,30,26.3,25,59,8,7,12,15
49,2015,LAKE,17097,2945,418.6,2,23,410,58.3,5,29,36,5.1,4,22
51,2015,LAWRENCE,17101,42,249.5,61,53,10,59.4,39,28,0,0,18,40
52,2015,LEE,17103,107,297,38,38,4,11.1,44,85,2,5.6,16,20
53,2015,LIVINGSTON,17105,66,169.4,49,85,14,35.9,35,46,1,2.6,17,31
54,2015,LOGAN,17107,152,501.6,32,17,29,95.7,26,17,2,6.6,16,17
61,2015,MACON,17115,764,689.7,13,8,310,279.9,10,1,3,2.7,15,30
62,2015,MACOUPIN,17117,115,240.8,36,58,14,29.3,35,54,0,0,18,40
63,2015,MADISON,17119,1050,389.9,11,25,245,91,12,18,7,2.6,13,31
64,2015,MARION,17121,181,459,30,20,20,50.7,30,35,0,0,18,40
55,2015,MARSHALL,17123,17,134.5,78,94,1,7.9,47,87,0,0,18,40
56,2015,MASON,17125,38,259.1,63,50,4,27.3,44,55,0,0,18,40
57,2015,MASSAC,17127,49,317.6,56,35,20,129.6,30,12,0,0,18,40
58,2015,MC DONOUGH,17109,257,788.1,24,4,19,58.3,31,29,3,9.2,15,8
59,2015,MC HENRY,17111,631,204.4,16,72,55,17.8,20,73,7,2.3,13,33
60,2015,MC LEAN,17113,933,550.2,12,14,131,77.3,15,20,2,1.2,16,37
65,2015,MENARD,17129,25,196.8,74,76,3,23.6,45,63,0,0,18,40
66,2015,MERCER,17131,48,292.1,57,41,4,24.3,44,61,0,0,18,40
67,2015,MONROE,17133,61,185.1,52,79,11,33.4,38,50,0,0,18,40
68,2015,MONTGOMERY,17135,75,249.1,45,54,15,49.8,34,36,1,3.3,17,27
69,2015,MORGAN,17137,164,461.4,31,19,26,73.1,27,21,0,0,18,40
70,2015,MOULTRIE,17139,28,188.6,72,78,3,20.2,45,70,0,0,18,40
71,2015,OGLE,17141,139,259.8,34,49,17,31.8,32,51,0,0,18,40
72,2015,PEORIA,17143,1585,849.9,8,3,468,250.9,4,3,11,5.9,9,19
73,2015,PERRY,17145,64,286.4,50,43,15,67.1,34,24,1,4.5,17,25
74,2015,PIATT,17147,48,286.9,57,42,1,6,47,93,0,0,18,40
75,2015,PIKE,17149,45,273.9,59,46,2,12.2,46,81,0,0,18,40
76,2015,POPE,17151,62,1387,51,1,2,44.7,46,37,0,0,18,40
77,2015,PULASKI,17153,29,470.7,71,18,13,211,36,6,0,0,18,40
78,2015,PUTNAM,17155,13,216.5,80,67,0,0,48,94,0,0,18,40
79,2015,RANDOLPH,17157,74,221.1,46,66,7,20.9,41,68,2,6,16,18
80,2015,RICHLAND,17159,50,308,55,37,7,43.1,41,39,0,0,18,40
81,2015,ROCK ISLAND,17161,659,446.6,15,21,128,86.8,17,19,8,5.4,12,21
84,2015,SALINE,17165,84,337.2,42,30,16,64.2,33,25,0,0,18,40
85,2015,SANGAMON,17167,1196,605.7,10,10,376,190.4,7,8,14,7.1,8,14
86,2015,SCHUYLER,17169,7,92.8,85,99,2,26.5,46,58,0,0,18,40
87,2015,SCOTT,17171,13,242.8,80,56,1,18.7,47,72,0,0,18,40
82,2015,SHELBY,17173,40,178.9,62,83,13,58.1,36,30,0,0,18,40
83,2015,ST. CLAIR,17163,1947,721,5,6,693,256.6,2,2,21,7.8,6,13
88,2015,STARK,17175,11,183.5,81,80,1,16.7,47,76,0,0,18,40
89,2015,STEPHENSON,17177,201,421.3,28,22,57,119.5,19,14,0,0,18,40
90,2015,TAZEWELL,17179,377,278.4,20,44,48,35.5,23,47,1,0.7,17,39
91,2015,UNION,17181,49,275.2,56,45,7,39.3,41,44,0,0,18,40
92,2015,VERMILION,17183,480,588.1,19,13,129,158,16,9,2,2.5,16,32
93,2015,WABASH,17185,38,318.1,63,34,12,100.4,37,15,0,0,18,40
94,2015,WARREN,17187,48,271.1,57,47,7,39.5,41,43,0,0,18,40
95,2015,WASHINGTON,17189,33,224.2,67,65,0,0,48,94,0,0,18,40
96,2015,WAYNE,17191,30,179,70,82,2,11.9,46,82,0,0,18,40
97,2015,WHITE,17193,29,197.7,71,75,1,6.8,47,90,1,6.8,17,16
98,2015,WHITESIDE,17195,193,329.9,29,31,13,22.2,36,66,1,1.7,17,36
99,2015,WILL,17197,2309,340.8,4,29,390,57.6,6,32,57,8.4,2,11
100,2015,WILLIAMSON,17199,216,325.5,26,33,37,55.8,24,33,0,0,18,40
101,2015,WINNEBAGO,17201,1777,601.8,7,11,563,190.7,3,7,15,5.1,7,22
102,2015,WOODFORD,17203,56,144.8,53,93,5,12.9,43,80,0,0,18,40
1,2016,ADAMS,17001,246,366.6,24,29,48,71.5,27,30,0,0,20,42
2,2016,ALEXANDER,17003,51,619.1,52,13,21,254.9,35,7,0,0,20,42
3,2016,BOND,17005,31,174.5,64,83,3,16.9,50,80,0,0,20,42
4,2016,BOONE,17007,157,289.9,30,39,29,53.5,30,38,1,1.8,19,40
5,2016,BROWN,17009,13,187.4,76,76,1,14.4,52,84,0,0,20,42
6,2016,BUREAU,17011,77,220.1,44,64,4,11.4,49,88,3,8.6,17,10
7,2016,CALHOUN,17013,5,98.3,79,100,0,0,53,94,0,0,20,42
8,2016,CARROLL,17015,24,156,68,88,2,13,51,87,0,0,20,42
9,2016,CASS,17017,43,315.2,55,33,5,36.7,48,54,0,0,20,42
10,2016,CHAMPAIGN,17019,1423,707.7,9,8,364,181,10,11,16,8,9,12
11,2016,CHRISTIAN,17021,91,261.5,40,48,14,40.2,39,50,2,5.7,18,22
12,2016,CLARK,17023,26,159.2,66,87,5,30.6,48,60,0,0,20,42
13,2016,CLAY,17025,33,238.9,62,58,4,29,49,67,0,0,20,42
14,2016,CLINTON,17027,82,217.1,43,67,6,15.9,47,82,0,0,20,42
15,2016,COLES,17029,342,634.8,22,11,54,100.2,24,20,2,3.7,18,31
16,2016,COOK,17031,41056,790.3,1,4,13608,262,1,6,1938,37.3,1,1
17,2016,CRAWFORD,17033,23,116.1,70,98,3,15.1,50,83,1,5,19,24
18,2016,CUMBERLAND,17035,32,289.6,63,40,6,54.3,47,36,0,0,20,42
20,2016,DE WITT,17037,38,229.5,59,61,5,30.2,48,62,0,0,20,42
19,2016,DEKALB,17039,600,570.6,17,14,88,83.7,19,26,4,3.8,16,30
21,2016,DOUGLAS,17041,37,185.2,60,77,6,30,47,63,0,0,20,42
22,2016,DU PAGE,17043,2417,263.6,4,47,390,42.5,9,48,59,6.4,3,17
23,2016,EDGAR,17045,52,279.9,51,42,10,53.8,43,37,0,0,20,42
24,2016,EDWARDS,17047,13,193.4,76,74,5,74.4,48,27,0,0,20,42
25,2016,EFFINGHAM,17049,67,195.7,45,72,13,38,40,52,0,0,20,42
26,2016,FAYETTE,17051,28,126.5,65,94,7,31.6,46,59,0,0,20,42
27,2016,FORD,17053,26,184.6,66,78,7,49.7,46,40,0,0,20,42
28,2016,FRANKLIN,17055,119,300.8,37,35,24,60.7,33,33,0,0,20,42
29,2016,FULTON,17057,65,175.3,47,82,19,51.3,36,39,0,0,20,42
30,2016,GALLATIN,17059,14,250.5,75,53,2,35.8,51,56,0,0,20,42
31,2016,GREENE,17061,13,93.6,76,101,4,28.8,49,68,1,7.2,19,15
32,2016,GRUNDY,17063,90,179.8,41,81,12,24,41,71,2,4,18,29
33,2016,HAMILTON,17065,17,201,74,70,2,23.6,51,76,0,0,20,42
34,2016,HANCOCK,17067,39,204.1,58,69,1,5.2,52,93,0,0,20,42
35,2016,HARDIN,17069,11,254.6,77,51,1,23.1,52,77,0,0,20,42
36,2016,HENDERSON,17071,23,313.7,70,34,8,109.1,45,17,0,0,20,42
37,2016,HENRY,17073,131,259.5,34,50,11,21.8,42,78,0,0,20,42
38,2016,IROQUOIS,17075,98,329.8,38,31,3,10.1,50,90,0,0,20,42
39,2016,JACKSON,17077,659,1094.4,16,1,112,186,16,10,6,10,14,6
40,2016,JASPER,17079,20,206.2,72,68,1,10.3,52,89,0,0,20,42
41,2016,JEFFERSON,17081,153,394.1,31,23,41,105.6,29,18,2,5.2,18,23
42,2016,JERSEY,17083,40,174,57,86,4,17.4,49,79,0,0,20,42
43,2016,JO DAVIESS,17085,25,110.2,67,99,3,13.2,50,86,1,4.4,19,26
44,2016,JOHNSON,17087,35,278.2,61,43,11,87.4,42,24,1,7.9,19,13
45,2016,KANE,17089,1947,377.9,6,27,465,90.2,8,23,36,7,5,16
46,2016,KANKAKEE,17091,570,502.4,18,16,164,144.6,15,13,12,10.6,11,5
47,2016,KENDALL,17093,364,317.3,20,32,82,71.5,20,30,3,2.6,17,36
48,2016,KNOX,17095,231,436.5,26,18,60,113.4,22,15,5,9.4,15,7
50,2016,LA SALLE,17099,337,295.8,23,37,49,43,26,47,5,4.4,15,26
49,2016,LAKE,17097,3042,432.4,2,19,484,68.8,7,31,53,7.5,4,14
51,2016,LAWRENCE,17101,31,184.2,64,79,4,23.8,49,74,0,0,20,42
52,2016,LEE,17103,88,244.2,42,55,10,27.8,43,69,3,8.3,17,11
53,2016,LIVINGSTON,17105,96,246.5,39,54,19,48.8,36,42,0,0,20,42
54,2016,LOGAN,17107,131,432.3,34,20,44,145.2,28,12,7,23.1,13,2
61,2016,MACON,17115,787,710.5,13,7,354,319.6,11,2,7,6.3,13,18
62,2016,MACOUPIN,17117,127,265.9,36,45,18,37.7,37,53,2,4.2,18,27
63,2016,MADISON,17119,1091,405.2,11,22,267,99.2,12,21,12,4.5,11,25
64,2016,MARION,17121,143,362.6,32,30,22,55.8,34,34,0,0,20,42
55,2016,MARSHALL,17123,22,174.1,71,85,3,23.7,50,75,1,7.9,19,13
56,2016,MASON,17125,39,265.9,58,44,2,13.6,51,85,0,0,20,42
57,2016,MASSAC,17127,44,285.2,54,41,10,64.8,43,32,0,0,20,42
58,2016,MC DONOUGH,17109,239,732.9,25,6,28,85.9,31,25,2,6.1,18,20
59,2016,MC HENRY,17111,710,230,14,60,90,29.1,18,66,11,3.6,12,32
60,2016,MC LEAN,17113,885,521.9,12,15,215,126.8,13,14,7,4.1,13,28
65,2016,MENARD,17129,31,244,64,56,7,55.1,46,35,0,0,20,42
66,2016,MERCER,17131,24,146,69,90,5,30.4,48,61,0,0,20,42
67,2016,MONROE,17133,66,200.3,46,71,3,9.1,50,91,1,3,19,34
68,2016,MONTGOMERY,17135,58,192.7,50,75,9,29.9,44,64,0,0,20,42
69,2016,MORGAN,17137,136,382.6,33,25,26,73.1,32,29,1,2.8,19,35
70,2016,MOULTRIE,17139,33,222.3,62,63,7,47.2,46,44,0,0,20,42
71,2016,OGLE,17141,128,239.3,35,57,13,24.3,40,70,1,1.9,19,39
72,2016,PEORIA,17143,1587,851,8,2,603,323.3,4,1,12,6.4,11,17
73,2016,PERRY,17145,49,219.2,53,65,10,44.7,43,46,0,0,20,42
74,2016,PIATT,17147,38,227.2,59,62,4,23.9,49,72,1,6,19,21
75,2016,PIKE,17149,32,194.8,63,73,0,0,53,94,0,0,20,42
76,2016,POPE,17151,38,850.1,59,3,2,44.7,51,46,0,0,20,42
77,2016,PULASKI,17153,23,373.3,70,28,18,292.2,37,4,0,0,20,42
78,2016,PUTNAM,17155,7,116.6,78,97,1,16.7,52,81,0,0,20,42
79,2016,RANDOLPH,17157,61,182.2,48,80,8,23.9,45,73,1,3,19,34
80,2016,RICHLAND,17159,41,252.6,56,52,16,98.6,38,22,1,6.2,19,19
81,2016,ROCK ISLAND,17161,694,470.4,15,17,108,73.2,17,28,13,8.8,10,9
84,2016,SALINE,17165,98,393.4,38,24,12,48.2,41,43,0,0,20,42
85,2016,SANGAMON,17167,1301,658.9,10,10,519,262.8,5,5,18,9.1,8,8
82,2016,SHELBY,17173,39,174.4,58,84,11,49.2,42,41,0,0,20,42
83,2016,ST. CLAIR,17163,2067,765.4,5,5,815,301.8,2,3,34,12.6,6,3
88,2016,STARK,17175,7,116.8,78,96,2,33.4,51,57,0,0,20,42
89,2016,STEPHENSON,17177,205,429.7,27,21,53,111.1,25,16,1,2.1,19,38
90,2016,TAZEWELL,17179,358,264.4,21,46,55,40.6,23,49,1,0.7,19,41
91,2016,UNION,17181,23,129.2,70,93,8,44.9,45,45,0,0,20,42
92,2016,VERMILION,17183,539,660.3,19,9,193,236.4,14,9,2,2.5,18,37
93,2016,WABASH,17185,26,217.6,66,66,2,16.7,51,81,0,0,20,42
94,2016,WARREN,17187,41,231.5,56,59,7,39.5,46,51,0,0,20,42
95,2016,WASHINGTON,17189,18,122.3,73,95,2,13.6,51,85,0,0,20,42
96,2016,WAYNE,17191,22,131.3,71,92,5,29.8,48,65,1,6,19,21
97,2016,WHITE,17193,20,136.4,72,91,1,6.8,52,92,0,0,20,42
98,2016,WHITESIDE,17195,173,295.7,29,38,19,32.5,36,58,2,3.4,18,33
99,2016,WILL,17197,2563,378.3,3,26,504,74.4,6,27,81,12,2,4
100,2016,WILLIAMSON,17199,197,296.9,28,36,69,104,21,19,3,4.5,17,25
101,2016,WINNEBAGO,17201,1870,633.3,7,12,711,240.8,3,8,19,6.4,7,17
102,2016,WOODFORD,17203,60,155.2,49,89,14,36.2,39,55,0,0,20,42
